Symbol,Date,Close,High,Low,Open,Volume
GOOGL,2008-01-18,300.4158,305.2905,299.5149,304.4747,17062731
GOOGL,2008-01-21,300.4158,305.2905,299.5149,304.4747,0
GOOGL,2008-01-22,292.4581,299.0395,280.8719,281.2873,18978866
GOOGL,2008-01-23,274.5758,284.2752,259.7514,280.6266,33903647
GOOGL,2008-01-24,287.5233,290.1258,277.3385,279.6707,18797120
GOOGL,2008-01-25,283.4744,297.7883,283.3643,296.1917,13915746
GOOGL,2008-01-28,278.2594,286.3972,274.5658,285.7616,11576880
GOOGL,2008-01-29,275.5267,280.9369,270.5969,280.5065,12232465
GOOGL,2008-01-30,274.4006,280.4865,272.0183,274.8611,15762812
GOOGL,2008-01-31,282.4234,286.7776,267.4038,269.7661,25272316
GOOGL,2008-02-01,258.1999,268.595,255.2471,264.5911,35089358
GOOGL,2008-02-04,247.955,256.6384,246.5136,254.7816,26226931
GOOGL,2008-02-05,253.6455,254.7466,244.4967,244.9521,22330435
GOOGL,2008-02-06,251.0981,255.8326,249.2062,255.8176,14975633
GOOGL,2008-02-07,252.7196,257.3441,247.6197,248.6707,15819657
GOOGL,2008-02-08,258.5953,259.1158,254.5964,254.9518,13594817
GOOGL,2008-02-11,260.8325,262.1087,256.9487,260.5122,11616188
GOOGL,2008-02-12,259.296,265.5571,256.7635,261.9486,13248033
GOOGL,2008-02-13,267.569,267.7542,259.5963,261.5031,12669194
GOOGL,2008-02-14,266.3829,270.7821,265.7573,269.4358,12906156
GOOGL,2008-02-15,265.0766,266.5881,262.419,264.4109,10343234
GOOGL,2008-02-18,265.0766,266.5881,262.419,264.4109,0
GOOGL,2008-02-19,254.7216,267.7892,253.4954,267.7292,12623290
GOOGL,2008-02-20,254.7466,255.7526,249.6517,251.9989,13217788
GOOGL,2008-02-21,251.6736,256.8536,249.992,256.6735,11178454
GOOGL,2008-02-22,254.146,254.7466,249.016,251.2732,10967553
GOOGL,2008-02-25,243.4557,253.4954,243.1053,253.2201,16636582
GOOGL,2008-02-26,232.3199,233.461,223.6415,230.8234,46356705
GOOGL,2008-02-27,236.6591,237.9754,230.0427,230.2879,20207899
GOOGL,2008-02-28,237.9253,239.7771,233.9064,235.4779,12953323
GOOGL,2008-02-29,235.8183,240.1024,232.5501,236.1636,18630745
GOOGL,2008-03-03,228.7314,236.589,225.2731,235.9834,15050065
GOOGL,2008-03-04,222.5154,226.8996,218.1011,225.6935,27128298
GOOGL,2008-03-05,224.0669,227.305,222.2151,222.8407,14764296
GOOGL,2008-03-06,216.5596,226.8696,215.7989,224.0619,14745692
GOOGL,2008-03-07,216.8849,220.2132,213.3265,214.6478,16127972
GOOGL,2008-03-10,207.0104,215.7088,206.7201,214.6228,15959736
GOOGL,2008-03-11,220.1331,220.2882,212.5307,212.836,17636711
GOOGL,2008-03-12,220.3033,224.157,219.2472,220.2182,13291789
GOOGL,2008-03-13,221.7196,223.7065,214.5977,216.5446,15440191
GOOGL,2008-03-14,219.1722,224.8877,215.5186,221.7046,13136375
GOOGL,2008-03-17,210.1384,217.0651,206.2547,214.2023,15765022
GOOGL,2008-03-18,219.7928,220.6336,212.9712,214.6978,14467014
GOOGL,2008-03-19,216.2093,223.9668,216.0441,220.7687,12346421
GOOGL,2008-03-20,216.985,218.0611,208.9523,213.867,19807246
GOOGL,2008-03-21,216.985,218.0611,208.9523,213.867,0
GOOGL,2008-03-24,230.5031,233.1157,219.0721,219.4274,13515891
GOOGL,2008-03-25,225.6084,228.9566,223.2161,228.9516,11651910
GOOGL,2008-03-26,229.317,231.6592,224.8627,226.5143,10418305
GOOGL,2008-03-27,222.2551,224.5223,220.4584,223.2161,11654689
GOOGL,2008-03-28,219.2522,227.0047,217.3654,223.9468,8743927
GOOGL,2008-03-31,220.4484,221.5595,216.2143,218.0311,8884191
GOOGL,2008-04-01,233.0806,233.476,223.6515,224.0869,12175300
GOOGL,2008-04-02,233.0756,238.1005,230.418,235.1777,11987980
GOOGL,2008-04-03,227.7805,231.8694,224.2821,231.0887,13543778
GOOGL,2008-04-04,235.7732,239.1465,228.321,228.7264,11785814
GOOGL,2008-04-07,238.641,242.9552,236.9944,238.7461,11879335
GOOGL,2008-04-08,234.1316,237.2997,231.2288,236.7492,9091604
GOOGL,2008-04-09,232.3199,236.2287,228.9917,234.7923,12084361
GOOGL,2008-04-10,234.7673,237.1616,231.1488,232.7053,10137565
GOOGL,2008-04-11,228.9466,233.8564,227.7254,232.2598,8331251
GOOGL,2008-04-14,226.0488,228.9466,225.2931,228.8015,7677566
GOOGL,2008-04-15,223.6365,230.0827,222.075,229.2869,9164122
GOOGL,2008-04-16,227.7354,229.362,220.7137,222.4153,15246537
GOOGL,2008-04-17,224.9878,229.9076,223.4763,228.0357,26792313
GOOGL,2008-04-18,269.9663,274.1153,262.6392,267.8643,36444139
GOOGL,2008-04-21,269.1555,271.5579,265.4019,269.9563,14815416
GOOGL,2008-04-22,277.7689,280.6867,269.0404,269.0454,15857734
GOOGL,2008-04-23,273.5098,279.926,270.7371,279.2403,9731518
GOOGL,2008-04-24,271.7831,277.5136,270.2716,275.9121,8269393
GOOGL,2008-04-25,272.2936,276.7679,271.6279,274.776,8324082
GOOGL,2008-04-28,276.3275,278.6748,269.7611,273.2045,8012366
GOOGL,2008-04-29,279.5056,281.9729,275.2715,275.6819,8684457
GOOGL,2008-04-30,287.4232,292.7133,279.5056,281.3774,15793766
GOOGL,2008-05-01,296.8273,297.7532,288.7655,289.4352,13198905
GOOGL,2008-05-02,290.9266,301.5169,289.9307,299.5349,13986963
GOOGL,2008-05-05,297.7382,299.7902,293.8494,299.7201,12564417
GOOGL,2008-05-06,293.4641,296.2868,291.7824,295.7863,9255464
GOOGL,2008-05-07,289.7805,300.0354,288.4943,295.421,13214995
GOOGL,2008-05-08,291.7875,294.9355,289.7355,293.384,10236903
GOOGL,2008-05-09,286.8777,292.7834,285.9268,289.7805,8961772
GOOGL,2008-05-12,292.7534,293.6593,284.7306,287.6534,9721380
GOOGL,2008-05-13,291.7824,294.2598,289.5553,293.399,10320322
GOOGL,2008-05-14,288.4292,295.8814,287.9037,293.5291,8749666
GOOGL,2008-05-15,290.7815,291.7574,288.0839,289.7805,8679426
GOOGL,2008-05-16,290.3161,292.6233,289.4402,290.9967,8542269
GOOGL,2008-05-19,289.0398,294.7253,287.0379,289.5553,11198765
GOOGL,2008-05-20,289.5803,291.5222,286.7326,287.5934,6621492
GOOGL,2008-05-21,275.2615,290.9867,274.2104,289.5403,12927861
GOOGL,2008-05-22,274.9962,277.3735,270.3867,276.2424,10144672
GOOGL,2008-05-23,272.5739,276.7679,269.1656,273.745,8862059
GOOGL,2008-05-26,272.5739,276.7679,269.1656,273.745,0
GOOGL,2008-05-27,280.7217,281.5726,272.1885,272.744,7728679
GOOGL,2008-05-28,284.3953,286.0219,280.8218,284.2451,8098445
GOOGL,2008-05-29,291.7824,293.2238,286.8777,287.6735,9684452
GOOGL,2008-05-30,293.1838,295.2458,290.9316,292.0177,6448529
GOOGL,2008-06-02,287.7786,292.2279,285.9118,291.5322,7342231
GOOGL,2008-06-03,283.9248,290.5312,280.5766,288.5293,8663345
GOOGL,2008-06-04,286.3872,289.28,282.5485,282.9389,6721375
GOOGL,2008-06-05,293.434,294.3049,288.3842,288.8196,7835445
GOOGL,2008-06-06,283.7747,290.6413,283.7747,290.1559,9461110
GOOGL,2008-06-09,279.2053,285.2761,272.9642,284.3052,10566767
GOOGL,2008-06-10,277.3535,279.6807,273.6549,275.0462,7309037
GOOGL,2008-06-11,272.8641,278.94,272.4938,278.3895,7618695
GOOGL,2008-06-12,276.7429,279.2703,273.7049,274.6459,10982512
GOOGL,2008-06-13,286.0319,288.1289,280.9399,281.017,12357472
GOOGL,2008-06-16,286.6825,289.8306,283.5245,283.5245,7081270
GOOGL,2008-06-17,285.0059,289.3151,284.4654,288.4542,6920370
GOOGL,2008-06-18,281.4625,284.7707,279.8509,282.5285,6769662
GOOGL,2008-06-19,280.3714,282.1631,275.6719,277.944,11355607
GOOGL,2008-06-20,273.4797,278.7598,272.5188,278.7598,11957008
GOOGL,2008-06-23,272.8691,276.843,271.2726,272.9442,7266818
GOOGL,2008-06-24,271.4127,275.862,267.8092,272.8341,9336133
GOOGL,2008-06-25,275.7669,279.1702,272.0984,272.749,8197401
GOOGL,2008-06-26,264.6662,272.729,264.3859,272.3136,11212901
GOOGL,2008-06-27,264.2908,265.2568,257.7945,264.0956,10091110
GOOGL,2008-06-30,263.465,269.2606,261.7834,266.493,7428979
GOOGL,2008-07-01,267.6241,268.62,258.7505,260.0417,9834271
GOOGL,2008-07-02,263.7753,270.4518,263.2849,268.5149,8382080
GOOGL,2008-07-03,268.7602,269.8762,264.0056,265.6972,4796200
GOOGL,2008-07-04,268.7602,269.8762,264.0056,265.6972,0
GOOGL,2008-07-07,272.2185,274.766,268.0595,271.4127,8447257
GOOGL,2008-07-08,277.5337,277.864,270.2616,273.2595,9756904
GOOGL,2008-07-09,271.0374,278.1092,270.627,275.6468,8241192
GOOGL,2008-07-10,270.5469,275.0162,265.6176,272.764,8593627
GOOGL,2008-07-11,267.1586,270.0114,259.9666,268.5099,9712239
GOOGL,2008-07-14,261.0627,270.2937,257.9747,269.7611,8840943
GOOGL,2008-07-15,258.295,264.0056,250.7928,258.3901,12132154
GOOGL,2008-07-16,268.0595,268.5099,255.5474,257.269,9480204
GOOGL,2008-07-17,266.9784,268.7852,262.5041,267.3388,17575902
GOOGL,2008-07-18,240.8932,249.7317,239.3267,249.4164,22572236
GOOGL,2008-07-21,234.6271,242.2795,233.0756,240.673,11809361
GOOGL,2008-07-22,238.7861,240.3577,233.0258,233.5861,9379373
GOOGL,2008-07-23,244.847,248.8559,239.2816,241.0383,9787454
GOOGL,2008-07-24,238.0404,248.6757,238.0404,248.5906,7081396
GOOGL,2008-07-25,246.2283,246.8049,240.9833,243.4807,6363068
GOOGL,2008-07-28,238.7911,246.2834,237.7952,246.2834,6322300
GOOGL,2008-07-29,241.7891,243.8661,239.2316,239.8822,5601284
GOOGL,2008-07-30,241.5839,243.2455,236.6341,242.9852,6977191
GOOGL,2008-07-31,237.1045,240.678,235.9484,237.5099,5724525
GOOGL,2008-08-01,234.1567,236.8393,231.4741,236.4839,6011139
GOOGL,2008-08-04,231.7243,236.7342,231.1738,234.286,4969097
GOOGL,2008-08-05,240.1575,240.2726,233.3909,234.0215,7162102
GOOGL,2008-08-06,243.4056,245.1223,236.4839,239.4168,6743136
GOOGL,2008-08-07,239.7921,242.2345,238.4358,241.2335,5542082
GOOGL,2008-08-08,247.7448,248.1152,238.0755,240.3076,7471684
GOOGL,2008-08-11,250.6626,254.6865,246.1283,246.4736,8465901
GOOGL,2008-08-12,251.5485,253.3102,249.2413,251.2432,5506200
GOOGL,2008-08-13,250.2572,252.0139,247.1793,251.043,7245077
GOOGL,2008-08-14,252.9899,254.0509,248.3854,249.0911,5832228
GOOGL,2008-08-15,255.3222,255.5774,252.9949,253.7406,7084363
GOOGL,2008-08-18,249.3914,255.2471,247.9951,255.167,6608027
GOOGL,2008-08-19,245.4876,249.3814,243.5508,245.4526,6087439
GOOGL,2008-08-20,242.735,248.5856,241.5188,247.5997,7961333
GOOGL,2008-08-21,243.5007,245.1873,239.8672,241.694,7021380
GOOGL,2008-08-22,245.5327,247.6778,244.9771,245.9881,4589858
GOOGL,2008-08-25,241.739,248.7408,240.9833,243.2905,3964700
GOOGL,2008-08-26,237.3097,241.9642,235.523,241.9642,6610662
GOOGL,2008-08-27,234.517,237.645,232.6452,237.0945,8768795
GOOGL,2008-08-28,237.1195,238.4558,235.3929,236.4739,6053644
GOOGL,2008-08-29,231.8694,235.7332,231.389,235.1026,7689145
GOOGL,2008-09-01,231.8694,235.7332,231.389,235.1026,0
GOOGL,2008-09-02,232.8504,241.3236,230.9335,238.616,12229542
GOOGL,2008-09-03,232.43,237.3747,230.0127,234.5921,8622559
GOOGL,2008-09-04,225.3481,231.8444,224.9177,230.2229,9763851
GOOGL,2008-09-05,222.3402,226.4472,220.2532,222.9608,9067963
GOOGL,2008-09-08,210.1785,226.6894,208.9773,226.229,18025530
GOOGL,2008-09-09,209.5328,216.3995,207.7011,211.79,14448889
GOOGL,2008-09-10,207.2806,212.4456,205.0385,212.4406,12443526
GOOGL,2008-09-11,217.0851,217.7558,203.3869,204.3728,12932764
GOOGL,2008-09-12,219.042,221.2091,214.7078,215.3134,12045244
GOOGL,2008-09-15,217.1402,221.1991,212.0603,212.2054,13124525
GOOGL,2008-09-16,221.6796,224.8577,212.9511,213.1864,13969997
GOOGL,2008-09-17,207.4458,219.7827,206.9203,219.4524,18240633
GOOGL,2008-09-18,219.7527,219.8028,205.4489,211.5248,17167559
GOOGL,2008-09-19,224.7926,231.2589,221.8548,230.7233,19998113
GOOGL,2008-09-22,215.2784,227.285,214.7078,227.285,8809701
GOOGL,2008-09-23,214.843,220.6085,213.0663,216.8349,10403207
GOOGL,2008-09-24,217.7658,222.7156,215.2634,215.3785,8477375
GOOGL,2008-09-25,220.013,225.218,218.2012,219.6326,10044101
GOOGL,2008-09-26,215.7288,218.7918,210.719,214.2074,10575255
GOOGL,2008-09-29,190.6846,211.9602,190.5394,209.9582,21509097
GOOGL,2008-09-30,200.454,202.0105,196.5052,198.1818,17632089
GOOGL,2008-10-01,206.0595,208.692,201.7453,205.7742,12462071
GOOGL,2008-10-02,195.4342,205.1886,193.187,205.0935,11964708
GOOGL,2008-10-03,193.6424,206.4498,191.7206,198.8675,16056256
GOOGL,2008-10-06,185.7848,188.1772,178.753,187.1712,22423243
GOOGL,2008-10-07,173.1726,187.6717,172.8523,186.8459,22096254
GOOGL,2008-10-08,169.2188,179.6689,163.213,165.24,23634026
GOOGL,2008-10-09,164.6494,174.4519,160.9908,172.4269,16161182
GOOGL,2008-10-10,166.1608,171.1106,155.3003,156.7317,21180691
GOOGL,2008-10-13,190.6946,191.16,173.0425,178.0674,17797956
GOOGL,2008-10-14,181.5307,197.4411,178.673,196.9557,15734068
GOOGL,2008-10-15,169.7493,179.6739,169.5792,177.4968,13386159
GOOGL,2008-10-16,176.6811,178.4227,154.8699,166.5412,32546997
GOOGL,2008-10-17,186.4505,193.187,181.9511,189.6636,28485972
GOOGL,2008-10-20,189.8438,190.6746,179.9692,190.059,13500922
GOOGL,2008-10-21,181.5507,192.0759,181.1754,186.3754,11570011
GOOGL,2008-10-22,178.0073,185.0241,172.1667,178.668,13115533
GOOGL,2008-10-23,176.3307,179.1734,169.1587,176.9963,12948343
GOOGL,2008-10-24,169.8094,175.4048,162.5273,163.3932,14703920
GOOGL,2008-10-27,164.9046,171.6662,162.9577,167.5672,12406325
GOOGL,2008-10-28,184.5536,184.8339,164.4142,169.6893,16198280
GOOGL,2008-10-29,179.1734,185.6797,176.3557,183.0722,19508471
GOOGL,2008-10-30,180.0193,186.1802,179.3586,184.4085,15971338
GOOGL,2008-10-31,179.8541,186.1602,177.3066,178.2525,14839373
GOOGL,2008-11-03,173.4129,181.6709,170.8804,178.9632,11899364
GOOGL,2008-11-04,183.6478,186.3604,172.9174,176.8912,14690663
GOOGL,2008-11-05,171.2858,184.6187,170.8204,181.2505,13886085
GOOGL,2008-11-06,165.7705,172.3769,163.0628,170.1497,17142374
GOOGL,2008-11-07,165.7304,170.7403,162.8231,166.7214,9371085
GOOGL,2008-11-10,159.5444,164.8816,154.8849,164.1589,16179513
GOOGL,2008-11-11,155.8809,158.3032,150.4061,154.4946,20277921
GOOGL,2008-11-12,145.641,156.3963,144.0194,151.1713,20089440
GOOGL,2008-11-13,156.1912,156.6516,140.1357,146.0264,26452505
GOOGL,2008-11-14,155.1602,162.6524,151.4266,151.7719,19018504
GOOGL,2008-11-17,150.2054,155.2303,149.1193,151.6468,15074295
GOOGL,2008-11-18,148.8541,152.0121,142.8132,150.9311,16681418
GOOGL,2008-11-19,140.2257,150.2404,139.425,147.8381,15668028
GOOGL,2008-11-20,129.9057,141.6071,129.6455,137.5782,19481411
GOOGL,2008-11-21,131.3421,134.8155,123.7698,131.3822,20344381
GOOGL,2008-11-24,128.8447,135.1058,124.6256,134.7604,19929897
GOOGL,2008-11-25,141.1616,143.4689,133.7895,134.4702,21303953
GOOGL,2008-11-26,146.1865,147.8731,138.2338,140.2758,12670465
GOOGL,2008-11-27,146.1865,147.8731,138.2338,140.2758,0
GOOGL,2008-11-28,146.6219,148.3686,144.2797,145.4308,5127767
GOOGL,2008-12-01,133.1239,143.8292,133.1204,143.4789,11248456
GOOGL,2008-12-02,137.6883,139.0246,131.4173,134.9957,11560067
GOOGL,2008-12-03,139.8504,140.8163,132.7985,135.0557,11772637
GOOGL,2008-12-04,137.3029,141.8823,134.5152,138.399,9674356
GOOGL,2008-12-05,142.1326,142.2577,132.1379,135.6413,12888154
GOOGL,2008-12-08,151.2014,154.8699,141.1366,145.1355,16200962
GOOGL,2008-12-09,153.1332,159.1541,148.6489,148.9892,13655756
GOOGL,2008-12-10,154.5596,157.6026,152.4025,154.7698,10408149
GOOGL,2008-12-11,150.2554,156.5916,149.0443,152.2324,11066772
GOOGL,2008-12-12,158.033,158.3883,147.1424,147.9983,11398369
GOOGL,2008-12-15,155.4855,159.3993,152.7028,157.1571,13464565
GOOGL,2008-12-16,162.7976,164.9096,155.7858,157.4124,13891068
GOOGL,2008-12-17,157.7727,161.2211,156.3614,159.4744,11488440
GOOGL,2008-12-18,155.2903,160.3302,154.7048,158.5034,9380151
GOOGL,2008-12-19,155.2353,159.049,154.6497,155.6457,10937084
GOOGL,2008-12-22,148.6989,154.8999,145.4558,154.4295,7795021
GOOGL,2008-12-23,149.1544,151.8019,148.4787,150.3605,6547276
GOOGL,2008-12-24,151.6218,153.3184,149.3346,149.3346,3839793
GOOGL,2008-12-25,151.6218,153.3184,149.3346,149.3346,0
GOOGL,2008-12-26,150.3255,152.7779,149.2995,152.1823,3906512
GOOGL,2008-12-29,148.8541,150.836,145.9313,150.2554,7363902
GOOGL,2008-12-30,151.7018,153.5536,149.4997,150.5457,7648359
GOOGL,2008-12-31,153.974,155.6507,151.4517,152.2474,5699561
GOOGL,2009-01-01,153.974,155.6507,151.4517,152.2474,0
GOOGL,2009-01-02,160.8157,161.0659,152.898,154.4493,7189583
GOOGL,2009-01-05,164.1839,165.7805,157.6526,160.6555,9748060
GOOGL,2009-01-06,167.1918,170.5646,163.3531,166.6513,12815021
GOOGL,2009-01-07,161.161,165.6153,159.5294,164.3191,8897095
GOOGL,2009-01-08,162.7525,162.7525,158.8237,159.2942,7130281
GOOGL,2009-01-09,157.6876,163.9087,156.8518,163.9087,8643768
GOOGL,2009-01-12,156.4965,159.6295,155.2653,158.3082,6544069
GOOGL,2009-01-13,157.3123,160.4553,155.3454,156.036,8798708
GOOGL,2009-01-14,150.6308,157.052,149.0193,155.1502,10839179
GOOGL,2009-01-15,149.6399,151.9371,143.5339,148.9292,11809457
GOOGL,2009-01-16,149.9802,154.2743,147.9933,152.6578,10413779
GOOGL,2009-01-19,149.9802,154.2743,147.9933,152.6578,0
GOOGL,2009-01-20,141.512,149.8951,141.512,149.7149,9934889
GOOGL,2009-01-21,151.6868,151.897,144.3147,144.3147,9668989
GOOGL,2009-01-22,153.3985,154.8249,147.718,149.1644,14729374
GOOGL,2009-01-23,162.5073,166.1408,152.2574,154.7848,21380681
GOOGL,2009-01-26,162.0919,164.1589,160.4353,162.5824,9172190
GOOGL,2009-01-27,165.9006,167.0967,162.2921,163.3832,9747361
GOOGL,2009-01-28,174.5039,176.3357,168.3179,169.1537,15335097
GOOGL,2009-01-29,171.8263,172.6922,170.2198,172.4369,13190613
GOOGL,2009-01-30,169.429,174.569,168.1633,172.512,9195596
GOOGL,2009-02-02,170.45,172.6671,166.1608,167.307,10335997
GOOGL,2009-02-03,170.3899,171.6662,167.076,171.451,13030400
GOOGL,2009-02-04,171.6662,177.3917,169.7493,170.1998,13580483
GOOGL,2009-02-05,177.0314,177.8622,168.6633,170.6202,14453453
GOOGL,2009-02-06,185.8199,187.0861,177.8922,178.4027,13958902
GOOGL,2009-02-09,189.5685,190.6846,183.8279,185.8199,9891847
GOOGL,2009-02-10,179.4287,188.9329,179.1184,188.1722,14136400
GOOGL,2009-02-11,179.1935,182.6768,176.671,179.6489,10435868
GOOGL,2009-02-12,181.7009,181.9862,175.9103,176.7511,11032210
GOOGL,2009-02-13,179.0133,181.6709,177.7871,181.2705,8263553
GOOGL,2009-02-16,179.0133,181.6709,177.7871,181.2705,0
GOOGL,2009-02-17,171.496,173.7132,170.0096,173.4229,11296066
GOOGL,2009-02-18,176.7261,176.8612,170.425,173.7882,11999914
GOOGL,2009-02-19,171.486,180.0743,170.8704,178.9082,9872128
GOOGL,2009-02-20,173.3928,174.629,167.6623,169.1888,12392590
GOOGL,2009-02-23,165.1899,175.0695,164.9347,173.6681,10269917
GOOGL,2009-02-24,172.8924,174.9794,165.6053,165.6704,12141799
GOOGL,2009-02-25,170.9855,176.3207,169.6242,171.2408,12809620
GOOGL,2009-02-26,168.7534,176.4158,168.7433,173.1476,11194315
GOOGL,2009-02-27,169.1587,172.0766,165.7154,166.6363,10751184
GOOGL,2009-03-02,163.7385,170.515,163.1579,166.8265,11563493
GOOGL,2009-03-03,162.8977,167.0067,161.3312,165.1949,12497580
GOOGL,2009-03-04,159.6145,165.1949,157.8428,165.1949,15625126
GOOGL,2009-03-05,152.9681,159.6946,151.4666,158.3933,12692399
GOOGL,2009-03-06,154.4345,155.2453,147.2671,153.7588,14367197
GOOGL,2009-03-09,145.5859,153.4335,144.8652,150.1353,13815863
GOOGL,2009-03-10,154.2343,155.4004,147.2676,149.2695,13185524
GOOGL,2009-03-11,159.109,160.155,153.0031,155.2002,11829465
GOOGL,2009-03-12,161.9217,162.6575,156.977,158.9238,10008884
GOOGL,2009-03-13,162.3672,163.8886,159.6696,163.208,7582081
GOOGL,2009-03-16,159.9999,165.0247,159.4493,163.1529,9641673
GOOGL,2009-03-17,167.8325,167.8325,159.6996,160.2451,9351630
GOOGL,2009-03-18,166.7114,170.1647,164.1858,167.5672,9977320
GOOGL,2009-03-19,165.1298,168.1628,163.8486,166.0007,8127151
GOOGL,2009-03-20,165.24,166.6563,163.3281,165.31,9092725
GOOGL,2009-03-23,174.4694,174.8943,166.6763,166.9416,8401461
GOOGL,2009-03-24,173.7507,177.0914,172.1667,173.4179,7634418
GOOGL,2009-03-25,172.2017,175.8402,168.2879,175.3698,8631378
GOOGL,2009-03-26,176.8162,179.754,174.4188,176.7361,11922997
GOOGL,2009-03-27,174.0184,176.1686,172.9024,175.1696,6596296
GOOGL,2009-03-30,171.511,172.0716,168.1903,171.44,6090180
GOOGL,2009-03-31,174.1986,176.9263,173.2557,174.636,7152150
GOOGL,2009-04-01,177.2165,177.7921,170.47,172.0566,6536870
GOOGL,2009-04-02,181.4256,185.0591,180.3346,181.831,8841658
GOOGL,2009-04-03,185.0691,186.0401,179.1734,182.4266,7519372
GOOGL,2009-04-06,184.2984,185.0892,180.8761,183.6778,6538120
GOOGL,2009-04-07,179.4988,182.0512,177.8271,181.4757,7299397
GOOGL,2009-04-08,181.1754,182.6768,178.2776,181.9261,5393046
GOOGL,2009-04-09,186.4305,187.3564,183.3024,184.929,6653643
GOOGL,2009-04-10,186.4305,187.3564,183.3024,184.929,0
GOOGL,2009-04-13,189.2382,189.7337,185.3294,185.8449,6064110
GOOGL,2009-04-14,184.6337,188.6776,182.9771,188.6526,6780564
GOOGL,2009-04-15,189.9339,190.7146,182.2564,183.7278,9753961
GOOGL,2009-04-16,194.5583,196.6403,190.6946,190.9348,17085635
GOOGL,2009-04-17,196.31,200.1037,192.5914,193.197,21406402
GOOGL,2009-04-20,189.8338,195.5143,188.1271,193.2621,8825128
GOOGL,2009-04-21,190.9198,192.3362,188.2322,188.2672,7313401
GOOGL,2009-04-22,192.116,195.1889,189.6886,191.0599,6917775
GOOGL,2009-04-23,192.5314,195.0638,190.7396,193.9427,5151516
GOOGL,2009-04-24,194.9337,196.7805,190.4343,193.212,6728232
GOOGL,2009-04-27,193.162,194.9337,191.5604,192.3562,4555450
GOOGL,2009-04-28,192.0409,194.7135,190.9548,192.0609,5845432
GOOGL,2009-04-29,195.9247,197.6764,193.1019,193.172,7121551
GOOGL,2009-04-30,198.1768,202.0706,197.5913,198.0717,8642935
GOOGL,2009-05-01,197.0357,198.9876,195.9647,197.7064,4626726
GOOGL,2009-05-04,201.1844,201.395,197.5863,199.2779,6364267
GOOGL,2009-05-05,201.6902,202.6962,198.8175,200.1838,4782921
GOOGL,2009-05-06,201.9305,204.3378,200.6943,203.5921,5226671
GOOGL,2009-05-07,198.4971,202.6912,196.4402,202.2458,5852787
GOOGL,2009-05-08,203.8623,205.2629,197.6914,201.6202,7691507
GOOGL,2009-05-11,204.1877,206.1996,200.7944,201.5951,5071547
GOOGL,2009-05-12,199.6983,205.6941,197.7464,205.2036,7561541
GOOGL,2009-05-13,194.9587,198.387,194.3631,197.2359,5640035
GOOGL,2009-05-14,193.9377,196.295,192.5314,194.5884,5739664
GOOGL,2009-05-15,195.1889,197.2459,194.7338,195.7395,5955661
GOOGL,2009-05-18,198.6123,198.8475,192.8867,197.5562,6631570
GOOGL,2009-05-19,199.6332,201.0146,196.6904,198.2419,5644570
GOOGL,2009-05-20,198.7824,203.0315,197.6914,201.2398,4542980
GOOGL,2009-05-21,198.4421,201.6152,197.1093,198.342,5406889
GOOGL,2009-05-22,196.9406,199.5181,196.1902,198.5222,3407730
GOOGL,2009-05-25,196.9406,199.5181,196.1902,198.5222,0
GOOGL,2009-05-26,202.3759,202.6962,195.1889,196.1646,6185140
GOOGL,2009-05-27,202.9765,206.1288,202.6011,203.0165,5995310
GOOGL,2009-05-28,205.3988,206.0094,202.501,204.538,5316150
GOOGL,2009-05-29,208.8171,208.8186,205.549,206.2547,5238664
GOOGL,2009-06-01,213.4867,215.0081,209.4678,209.5679,6606145
GOOGL,2009-06-02,214.4075,215.1883,211.9051,213.3315,5216833
GOOGL,2009-06-03,216.0341,216.441,212.2054,213.2064,7009710
GOOGL,2009-06-04,220.3533,220.8338,217.4605,217.8609,7151268
GOOGL,2009-06-05,222.3753,223.8867,219.9429,222.7506,7344859
GOOGL,2009-06-08,219.5976,220.6736,217.2703,219.9629,6163104
GOOGL,2009-06-09,218.021,220.4634,216.0892,219.5025,6495700
GOOGL,2009-06-10,216.5096,219.1571,213.5417,218.3263,6622179
GOOGL,2009-06-11,214.7078,217.0751,214.3925,216.0942,5717709
GOOGL,2009-06-12,212.6258,214.0572,210.8091,213.6368,5807976
GOOGL,2009-06-15,208.5869,210.9542,207.2006,210.9542,7356707
GOOGL,2009-06-16,208.2015,210.749,207.9113,209.8581,6072899
GOOGL,2009-06-17,207.7811,210.0633,205.9794,208.2966,6888927
GOOGL,2009-06-18,207.2306,209.5478,206.7001,208.0414,6157100
GOOGL,2009-06-19,210.2485,210.4337,207.4909,209.3076,8398462
GOOGL,2009-06-22,203.8723,208.9473,201.1398,208.677,8135253
GOOGL,2009-06-23,203.0365,204.6931,201.47,203.522,5779569
GOOGL,2009-06-24,204.8433,206.3147,203.477,204.568,4866908
GOOGL,2009-06-25,208.0864,208.1515,203.4519,203.6972,6037400
GOOGL,2009-06-26,212.8661,214.3225,206.7551,207.0404,6056775
GOOGL,2009-06-29,212.2755,214.1073,211.3246,213.2064,4272955
GOOGL,2009-06-30,210.9992,213.812,209.3126,212.2054,4980640
GOOGL,2009-07-01,209.698,213.4066,209.2776,212.3055,4588685
GOOGL,2009-07-02,204.4429,207.9063,203.6021,207.9063,4958079
GOOGL,2009-07-03,204.4429,207.9063,203.6021,207.9063,0
GOOGL,2009-07-06,205.0034,205.5189,201.0246,203.4469,4478702
